#Recording frequency [Hz],100,, 
#Number of samples,3633,, 
#pos [mm],vel [mm/s],acc [m/s2], Time in recording [s] 
7.6976,-1.756,0.03924,27.91
7.682,-1.3636,0.03924,27.92
7.6703,-0.9761,0.038259,27.93
7.6623,-0.6377,0.02943,27.94
7.6572,-0.3924,0.01962,27.95
7.6543,-0.2109,0.016677,27.96
7.653,-0.0392,0.017658,27.97
7.6535,0.1471,0.01962,27.98
7.656,0.3433,0.01962,27.99
7.6603,0.515,0.014715,28
7.666,0.618,0.005886,28.01
7.6723,0.6131,-0.006867,28.02
7.6779,0.4905,-0.017658,28.03
7.6818,0.2649,-0.027468,28.04
7.683,-0.0343,-0.032373,28.05
7.681,-0.3679,-0.034335,28.06
7.6756,-0.7112,-0.034335,28.07
7.6669,-1.0202,-0.027468,28.08
7.6554,-1.2606,-0.020601,28.09
7.6419,-1.4323,-0.013734,28.1
7.6269,-1.5549,-0.010791,28.11
7.6108,-1.6677,-0.011772,28.12
7.5935,-1.8001,-0.014715,28.13
7.5747,-1.9718,-0.01962,28.14
7.5539,-2.1827,-0.022563,28.15
7.531,-2.4035,-0.021582,28.16
7.506,-2.5898,-0.015696,28.17
7.4794,-2.7223,-0.010791,28.18
7.4516,-2.8302,-0.010791,28.19
7.4228,-2.9332,-0.00981,28.2
7.393,-3.0068,-0.004905,28.21
7.3629,-3.0166,0.002943,28.22
7.3328,-2.997,0.000981,28.23
7.3028,-3.0215,-0.005886,28.24
7.2722,-3.1,-0.00981,28.25
7.2408,-3.1833,-0.006867,28.26
7.2088,-3.1784,0.007848,28.27
7.1777,-3.0313,0.021582,28.28
7.1486,-2.7664,0.031392,28.29
7.1227,-2.3936,0.043164,28.3
7.1011,-1.8982,0.055917,28.31
7.0851,-1.2802,0.067689,28.32
7.0759,-0.5592,0.076518,28.33
7.0742,0.2256,0.080442,28.34
7.0803,1.0006,0.074556,28.35
7.0939,1.702,0.065727,28.36
7.1141,2.3103,0.055917,28.37
7.1399,2.84,0.050031,28.38
7.1708,3.3354,0.04905,28.39
7.2066,3.821,0.048069,28.4
7.247,4.2575,0.03924,28.41
7.2914,4.6058,0.030411,28.42
7.3389,4.8707,0.022563,28.43
7.3886,5.062,0.015696,28.44
7.4399,5.1895,0.00981,28.45
7.4921,5.2483,0.001962,28.46
7.5446,5.2287,-0.005886,28.47
7.5965,5.1502,-0.00981,28.48
7.6475,5.0521,-0.00981,28.49
7.6975,4.9344,-0.013734,28.5
7.746,4.7628,-0.020601,28.51
7.7925,4.5028,-0.031392,28.52
7.8359,4.1692,-0.035316,28.53
7.8758,3.821,-0.034335,28.54
7.9124,3.512,-0.027468,28.55
7.9462,3.2569,-0.023544,28.56
7.9776,3.0313,-0.021582,28.57
8.007,2.84,-0.016677,28.58
8.0346,2.6879,-0.013734,28.59
8.0608,2.5506,-0.013734,28.6
8.0856,2.428,-0.010791,28.61
8.1094,2.3299,-0.008829,28.62
8.1323,2.2563,-0.005886,28.63
8.1546,2.2171,-0.001962,28.64
8.1767,2.1974,-0.001962,28.65
8.1986,2.1729,-0.002943,28.66
8.2202,2.1484,-0.001962,28.67
8.2416,2.1337,-0.000981,28.68
8.2629,2.1386,0.001962,28.69
8.2844,2.1729,0.004905,28.7
8.3065,2.2563,0.011772,28.71
8.3298,2.3936,0.015696,28.72
8.3545,2.5506,0.015696,28.73
8.3808,2.7076,0.015696,28.74
8.4086,2.8596,0.014715,28.75
8.4379,2.9871,0.010791,28.76
8.4682,3.0705,0.005886,28.77
8.4992,3.1343,0.006867,28.78
8.5311,3.2471,0.015696,28.79
8.5645,3.4531,0.025506,28.8
8.6005,3.7768,0.03924,28.81
8.6404,4.2232,0.050031,28.82
8.6852,4.7333,0.051993,28.83
8.735,5.2189,0.045126,28.84
8.7893,5.6211,0.035316,28.85
8.8471,5.9252,0.025506,28.86
8.9074,6.1165,0.012753,28.87
8.9689,6.1558,-0.004905,28.88
9.0299,6.0086,-0.024525,28.89
9.0885,5.6898,-0.03924,28.9
9.1434,5.268,-0.045126,28.91
9.1938,4.8167,-0.045126,28.92
9.2397,4.3556,-0.047088,28.93
9.2809,3.8897,-0.046107,28.94
9.3176,3.458,-0.040221,28.95
9.3502,3.0852,-0.034335,28.96
9.3793,2.7272,-0.037278,28.97
9.4046,2.3152,-0.045126,28.98
9.4254,1.8492,-0.048069,28.99
9.4416,1.3832,-0.045126,29
9.4533,0.9761,-0.036297,29.01
9.4614,0.6671,-0.025506,29.02
9.467,0.466,-0.014715,29.03
9.471,0.3532,-0.007848,29.04
9.4743,0.309,-0.000981,29.05
9.4774,0.3041,0,29.06
9.4803,0.2845,-0.003924,29.07
9.4829,0.206,-0.011772,29.08
9.4842,0.049,-0.01962,29.09
9.4836,-0.1913,-0.028449,29.1
9.4801,-0.5003,-0.033354,29.11
9.4736,-0.7995,-0.026487,29.12
9.4644,-1.0153,-0.016677,29.13
9.4535,-1.1527,-0.010791,29.14
9.4415,-1.2459,-0.007848,29.15
9.4288,-1.2753,0.001962,29.16
9.4164,-1.1772,0.017658,29.17
9.4058,-0.9221,0.033354,29.18
9.3984,-0.5346,0.044145,29.19
9.3953,-0.0981,0.043164,29.2
9.3962,0.2649,0.02943,29.21
9.4,0.4414,0.005886,29.22
9.4043,0.3826,-0.017658,29.23
9.407,0.1324,-0.032373,29.24
9.4065,-0.2354,-0.041202,29.25
9.402,-0.672,-0.046107,29.26
9.3931,-1.1085,-0.041202,29.27
9.3802,-1.4323,-0.023544,29.28
9.3651,-1.5647,-0.002943,29.29
9.3495,-1.5156,0.012753,29.3
9.3351,-1.3783,0.014715,29.31
9.3218,-1.2851,0.003924,29.32
9.3088,-1.3538,-0.017658,29.33
9.2941,-1.6334,-0.038259,29.34
9.2757,-2.0552,-0.046107,29.35
9.2528,-2.5163,-0.046107,29.36
9.2255,-2.9234,-0.035316,29.37
9.1948,-3.1932,-0.018639,29.38
9.1622,-3.3011,-0.002943,29.39
9.1293,-3.2569,0.011772,29.4
9.0974,-3.1196,0.015696,29.41
9.067,-2.9626,0.015696,29.42
9.0382,-2.7959,0.017658,29.43
9.0111,-2.6193,0.017658,29.44
8.9857,-2.4721,0.011772,29.45
8.9615,-2.3642,0.00981,29.46
8.9384,-2.2416,0.014715,29.47
8.9168,-2.0797,0.017658,29.48
8.8969,-1.8933,0.01962,29.49
8.8791,-1.6726,0.024525,29.5
8.8637,-1.393,0.031392,29.51
8.8514,-1.0546,0.036297,29.52
8.8427,-0.6867,0.037278,29.53
8.8376,-0.3434,0.031392,29.54
8.8356,-0.0638,0.024525,29.55
8.836,0.1226,0.012753,29.56
8.8376,0.1766,-0.001962,29.57
8.839,0.0785,-0.017658,29.58
8.8387,-0.1668,-0.031392,29.59
8.8353,-0.5199,-0.03924,29.6
8.828,-0.9467,-0.046107,29.61
8.8163,-1.4126,-0.047088,29.62
8.7998,-1.8737,-0.045126,29.63
8.779,-2.2857,-0.037278,29.64
8.7544,-2.6095,-0.027468,29.65
8.727,-2.8596,-0.022563,29.66
8.6973,-3.0656,-0.018639,29.67
8.6659,-3.203,-0.008829,29.68
8.6336,-3.2324,0.002943,29.69
8.6017,-3.149,0.013734,29.7
8.5709,-2.9822,0.01962,29.71
8.5421,-2.786,0.01962,29.72
8.5152,-2.5997,0.017658,29.73
8.4901,-2.428,0.016677,29.74
8.4666,-2.2612,0.016677,29.75
8.4449,-2.0895,0.017658,29.76
8.4249,-1.8884,0.022563,29.77
8.4073,-1.6285,0.02943,29.78
8.3925,-1.3244,0.031392,29.79
8.3808,-1.0153,0.030411,29.8
8.3721,-0.7456,0.023544,29.81
8.3656,-0.5543,0.014715,29.82
8.3607,-0.4513,0.005886,29.83
8.3563,-0.4316,-0.001962,29.84
8.3519,-0.4709,-0.005886,29.85
8.3469,-0.5297,-0.005886,29.86
8.3414,-0.5543,0.000981,29.87
8.336,-0.4954,0.010791,29.88
8.3318,-0.3384,0.020601,29.89
8.3296,-0.0932,0.028449,29.9
8.3301,0.1913,0.028449,29.91
8.3332,0.4267,0.018639,29.92
8.3382,0.5297,0.001962,29.93
8.3432,0.4464,-0.018639,29.94
8.3465,0.2011,-0.030411,29.95
8.347,-0.1079,-0.031392,29.96
8.3444,-0.4218,-0.031392,29.97
8.3387,-0.7063,-0.025506,29.98
8.3305,-0.9074,-0.014715,29.99
8.3209,-1.0104,-0.005886,30
8.3105,-1.0497,-0.001962,30.01
8.2998,-1.0987,-0.007848,30.02
8.2883,-1.2312,-0.018639,30.03
8.2749,-1.4568,-0.026487,30.04
8.2589,-1.7462,-0.031392,30.05
8.24,-2.0356,-0.026487,30.06
8.2184,-2.2661,-0.01962,30.07
8.1948,-2.4525,-0.017658,30.08
8.1695,-2.5947,-0.010791,30.09
8.1431,-2.6732,-0.004905,30.1
8.1164,-2.6585,0.007848,30.11
8.0904,-2.5114,0.021582,30.12
8.0665,-2.2612,0.028449,30.13
8.0452,-1.9865,0.026487,30.14
8.0266,-1.756,0.01962,30.15
8.0099,-1.5941,0.012753,30.16
7.9945,-1.4862,0.008829,30.17
7.9801,-1.3881,0.010791,30.18
7.9669,-1.2459,0.017658,30.19
7.9555,-1.0202,0.027468,30.2
7.9467,-0.7308,0.030411,30.21
7.9409,-0.4365,0.028449,30.22
7.9379,-0.1766,0.023544,30.23
7.9372,0.0196,0.015696,30.24
7.938,0.1275,0.005886,30.25
7.9393,0.1275,-0.005886,30.26
7.9402,0.0294,-0.013734,30.27
7.9398,-0.0981,-0.011772,30.28
7.9384,-0.1619,-0.000981,30.29
7.937,-0.1128,0.010791,30.3
7.9365,0.0441,0.020601,30.31
7.9381,0.2796,0.026487,30.32
7.9422,0.5445,0.026487,30.33
7.9489,0.775,0.01962,30.34
7.9575,0.927,0.010791,30.35
7.9672,0.9957,0.002943,30.36
7.9771,0.981,-0.005886,30.37
7.9866,0.9221,-0.005886,30.38
7.9956,0.8633,-0.005886,30.39
8.0039,0.7995,-0.006867,30.4
8.0116,0.7456,-0.003924,30.41
8.0189,0.7357,0.001962,30.42
8.0264,0.7603,0.002943,30.43
8.0341,0.7701,-0.000981,30.44
8.0417,0.7456,-0.003924,30.45
8.049,0.7308,0.000981,30.46
8.0564,0.7456,0.001962,30.47
8.0639,0.7505,-0.000981,30.48
8.0713,0.7259,-0.003924,30.49
8.0783,0.6573,-0.00981,30.5
8.0843,0.5297,-0.015696,30.51
8.0888,0.363,-0.017658,30.52
8.0916,0.2256,-0.00981,30.53
8.0935,0.1717,-0.000981,30.54
8.0954,0.206,0.007848,30.55
8.098,0.3286,0.016677,30.56
8.1021,0.5052,0.018639,30.57
8.1081,0.6916,0.018639,30.58
8.1159,0.8682,0.016677,30.59
8.1253,1.0104,0.011772,30.6
8.1359,1.0889,0.003924,30.61
8.1469,1.0938,-0.002943,30.62
8.1577,1.0595,-0.003924,30.63
8.1681,1.0497,0.001962,30.64
8.1789,1.1085,0.00981,30.65
8.1905,1.2262,0.013734,30.66
8.2034,1.3538,0.011772,30.67
8.2174,1.4323,0.003924,30.68
8.2318,1.4175,-0.006867,30.69
8.2455,1.3145,-0.013734,30.7
8.2579,1.1527,-0.018639,30.71
8.2684,0.9418,-0.023544,30.72
8.2765,0.6671,-0.031392,30.73
8.2815,0.3286,-0.036297,30.74
8.283,-0.0392,-0.037278,30.75
8.2807,-0.4022,-0.035316,30.76
8.275,-0.7358,-0.031392,30.77
8.2662,-1.0104,-0.023544,30.78
8.255,-1.2263,-0.01962,30.79
8.2417,-1.4274,-0.020601,30.8
8.2265,-1.6285,-0.01962,30.81
8.2092,-1.8198,-0.018639,30.82
8.1901,-2.0012,-0.017658,30.83
8.1693,-2.1484,-0.011772,30.84
8.1473,-2.2367,-0.005886,30.85
8.1247,-2.2906,-0.004905,30.86
8.1015,-2.3348,-0.003924,30.87
8.078,-2.374,-0.003924,30.88
8.054,-2.4182,-0.004905,30.89
8.0296,-2.4574,-0.002943,30.9
8.005,-2.4525,0.003924,30.91
7.9808,-2.3936,0.007848,30.92
7.9572,-2.325,0.005886,30.93
7.9342,-2.2808,0.002943,30.94
7.9114,-2.2808,-0.002943,30.95
7.8884,-2.3299,-0.006867,30.96
7.8647,-2.4329,-0.013734,30.97
7.8396,-2.5947,-0.018639,30.98
7.8127,-2.7811,-0.018639,30.99
7.784,-2.9626,-0.017658,31
7.7535,-3.1147,-0.012753,31.01
7.7219,-3.203,-0.004905,31.02
7.6896,-3.2373,-0.001962,31.03
7.6572,-3.2422,0.000981,31.04
7.6249,-3.2324,0.000981,31.05
7.5925,-3.2324,-0.000981,31.06
7.5601,-3.2569,-0.003924,31.07
7.5274,-3.2962,-0.003924,31.08
7.4942,-3.3256,-0.001962,31.09
7.4609,-3.3452,-0.001962,31.1
7.4273,-3.3845,-0.005886,31.11
7.3931,-3.4531,-0.007848,31.12
7.3582,-3.5169,-0.004905,31.13
7.323,-3.5218,0.003924,31.14
7.2882,-3.4139,0.017658,31.15
7.2551,-3.1784,0.02943,31.16
7.2249,-2.8449,0.037278,31.17
7.1983,-2.477,0.036297,31.18
7.1751,-2.1778,0.023544,31.19
7.1542,-2.0503,0.001962,31.2
7.1334,-2.1386,-0.01962,31.21
7.1108,-2.4035,-0.033354,31.22
7.085,-2.7664,-0.03924,31.23
7.0555,-3.1294,-0.033354,31.24
7.0228,-3.3894,-0.018639,31.25
6.9882,-3.4875,-0.000981,31.26
6.9536,-3.409,0.016677,31.27
6.9206,-3.1833,0.028449,31.28
6.8902,-2.889,0.030411,31.29
6.8627,-2.6144,0.024525,31.3
6.8376,-2.4231,0.013734,31.31
6.8139,-2.3495,0.000981,31.32
6.7903,-2.3642,-0.003924,31.33
6.7665,-2.3985,-0.002943,31.34
6.7424,-2.4084,0.000981,31.35
6.7185,-2.3642,0.007848,31.36
6.6953,-2.2661,0.011772,31.37
6.6732,-2.168,0.007848,31.38
6.6518,-2.1386,-0.001962,31.39
6.6301,-2.2023,-0.010791,31.4
6.6075,-2.3348,-0.015696,31.41
6.5833,-2.4917,-0.015696,31.42
6.5577,-2.6291,-0.011772,31.43
6.5309,-2.7125,-0.004905,31.44
6.5038,-2.7076,0.005886,31.45
6.4772,-2.5898,0.017658,31.46
6.4523,-2.3642,0.027468,31.47
6.4302,-2.0552,0.034335,31.48
6.4115,-1.6726,0.042183,31.49
6.397,-1.2164,0.04905,31.5
6.3873,-0.721,0.050031,31.51
6.3825,-0.2354,0.047088,31.52
6.3825,0.2305,0.046107,31.53
6.3871,0.6965,0.047088,31.54
6.3964,1.1723,0.048069,31.55
6.4105,1.6236,0.042183,31.56
6.4286,1.9865,0.030411,31.57
6.4498,2.2269,0.017658,31.58
6.4728,2.3495,0.006867,31.59
6.4965,2.3789,-0.000981,31.6
6.5202,2.3544,-0.003924,31.61
6.5435,2.3004,-0.006867,31.62
6.5661,2.2171,-0.00981,31.63
6.5878,2.119,-0.00981,31.64
6.6085,2.0356,-0.006867,31.65
6.6286,2.0061,0.000981,31.66
6.6489,2.0601,0.00981,31.67
6.6701,2.1827,0.014715,31.68
6.6925,2.2955,0.007848,31.69
6.7157,2.3201,-0.002943,31.7
6.7386,2.2465,-0.011772,31.71
6.7603,2.0797,-0.021582,31.72
6.7799,1.8345,-0.027468,31.73
6.7969,1.5598,-0.027468,31.74
6.8112,1.3047,-0.023544,31.75
6.823,1.0595,-0.025506,31.76
6.8322,0.7554,-0.035316,31.77
6.8379,0.3777,-0.040221,31.78
6.8397,0,-0.035316,31.79
6.8382,-0.2747,-0.01962,31.8
6.8348,-0.3777,-0.000981,31.81
6.8313,-0.309,0.014715,31.82
6.829,-0.1422,0.018639,31.83
6.8284,0.0098,0.011772,31.84
6.8289,0.0834,0.002943,31.85
6.8298,0.0932,-0.000981,31.86
6.8308,0.0981,0.001962,31.87
6.8319,0.1373,0.005886,31.88
6.8335,0.1717,0.000981,31.89
6.8352,0.1619,-0.002943,31.9
6.8367,0.1521,0.000981,31.91
6.8384,0.1962,0.007848,31.92
6.8408,0.2845,0.00981,31.93
6.8441,0.3777,0.008829,31.94
6.8485,0.5052,0.016677,31.95
6.8545,0.7063,0.023544,31.96
6.8628,0.9712,0.02943,31.97
6.8741,1.2949,0.035316,31.98
6.8888,1.6579,0.037278,31.99
6.9072,2.0209,0.035316,32
6.9291,2.3348,0.027468,32.01
6.9537,2.58,0.021582,32.02
6.9805,2.7713,0.016677,32.03
7.009,2.9234,0.013734,32.04
7.0389,3.0656,0.014715,32.05
7.0703,3.2128,0.014715,32.06
7.1032,3.3648,0.015696,32.07
7.1377,3.5267,0.016677,32.08
7.1738,3.6935,0.016677,32.09
7.2115,3.8455,0.013734,32.1
7.2505,3.9583,0.008829,32.11
7.2905,4.0319,0.005886,32.12
7.3312,4.1202,0.011772,32.13
7.3732,4.287,0.021582,32.14
7.4173,4.5469,0.030411,32.15
7.4643,4.8756,0.035316,32.16
7.5148,5.2189,0.033354,32.17
7.5685,5.4985,0.022563,32.18
7.6244,5.6457,0.006867,32.19
7.6809,5.6211,-0.011772,32.2
7.7361,5.4053,-0.031392,32.21
7.7885,5.0521,-0.03924,32.22
7.837,4.6548,-0.040221,32.23
7.8816,4.2575,-0.03924,32.24
7.9223,3.9044,-0.031392,32.25
7.9601,3.6787,-0.013734,32.26
7.9964,3.6052,-0.000981,32.27
8.0326,3.6346,0.006867,32.28
8.0693,3.7131,0.008829,32.29
8.1068,3.7818,0.004905,32.3
8.1448,3.8063,0,32.31
8.1828,3.8063,0,32.32
8.221,3.8357,0.005886,32.33
8.2598,3.9534,0.017658,32.34
8.3005,4.1889,0.02943,32.35
8.3439,4.5077,0.034335,32.36
8.3906,4.8167,0.027468,32.37
8.4399,5.0227,0.013734,32.38
8.4906,5.0963,0.000981,32.39
8.5415,5.0718,-0.005886,32.4
8.5918,4.9835,-0.011772,32.41
8.6411,4.8658,-0.011772,32.42
8.6891,4.748,-0.011772,32.43
8.736,4.6156,-0.014715,32.44
8.7814,4.4635,-0.015696,32.45
8.8252,4.3066,-0.015696,32.46
8.8675,4.1447,-0.016677,32.47
8.9082,3.9976,-0.012753,32.48
8.9476,3.8995,-0.006867,32.49
8.9863,3.8308,-0.006867,32.5
9.0242,3.7523,-0.008829,32.51
9.0613,3.6886,-0.003924,32.52
9.0982,3.6886,0.003924,32.53
9.1354,3.7621,0.010791,32.54
9.1736,3.8946,0.015696,32.55
9.2133,4.0515,0.015696,32.56
9.2546,4.1889,0.011772,32.57
9.297,4.2968,0.00981,32.58
9.3404,4.3753,0.005886,32.59
9.3843,4.3998,-0.000981,32.6
9.4283,4.3998,0.000981,32.61
9.4725,4.4341,0.005886,32.62
9.5171,4.5077,0.008829,32.63
9.5627,4.596,0.008829,32.64
9.609,4.6597,0.003924,32.65
9.6557,4.6696,-0.001962,32.66
9.7021,4.6107,-0.00981,32.67
9.7477,4.4979,-0.012753,32.68
9.7921,4.3998,-0.006867,32.69
9.8359,4.3556,-0.001962,32.7
9.8793,4.336,-0.001962,32.71
9.9227,4.3556,0.005886,32.72
9.9667,4.4439,0.011772,32.73
10.0118,4.5862,0.016677,32.74
10.0586,4.7824,0.022563,32.75
10.1076,5.0129,0.023544,32.76
10.1589,5.2483,0.023544,32.77
10.2125,5.4838,0.023544,32.78
10.2686,5.7241,0.024525,32.79
10.327,5.9596,0.022563,32.8
10.3876,6.1607,0.017658,32.81
10.45,6.298,0.00981,32.82
10.5132,6.3324,-0.002943,32.83
10.5762,6.249,-0.013734,32.84
10.638,6.1018,-0.015696,32.85
10.6982,5.94,-0.016677,32.86
10.7568,5.7781,-0.015696,32.87
10.8138,5.626,-0.014715,32.88
10.8694,5.4985,-0.010791,32.89
10.9239,5.3906,-0.010791,32.9
10.9771,5.2483,-0.017658,32.91
11.0286,5.0276,-0.026487,32.92
11.0774,4.7284,-0.033354,32.93
11.1229,4.3605,-0.040221,32.94
11.1645,3.9485,-0.042183,32.95
11.2018,3.512,-0.045126,32.96
11.2347,3.0754,-0.042183,32.97
11.2634,2.6634,-0.040221,32.98
11.288,2.2465,-0.043164,32.99
11.3082,1.805,-0.045126,33
11.324,1.3538,-0.045126,33.01
11.3354,0.9172,-0.042183,33.02
11.3425,0.515,-0.038259,33.03
11.3457,0.1373,-0.037278,33.04
11.3453,-0.2109,-0.032373,33.05
11.3417,-0.5003,-0.025506,33.06
11.3356,-0.721,-0.018639,33.07
11.3276,-0.8584,-0.008829,33.08
11.3187,-0.9074,-0.000981,33.09
11.3097,-0.8878,0.004905,33.1
11.3011,-0.8142,0.00981,33.11
11.2935,-0.6916,0.014715,33.12
11.2875,-0.4954,0.024525,33.13
11.284,-0.2011,0.034335,33.14
11.2837,0.1668,0.03924,33.15
11.2873,0.5445,0.036297,33.16
11.2944,0.8584,0.026487,33.17
11.3041,1.0644,0.014715,33.18
11.3153,1.1478,0.001962,33.19
11.3267,1.1281,-0.005886,33.2
11.3376,1.0399,-0.011772,33.21
11.3474,0.9074,-0.014715,33.22
11.3557,0.7456,-0.017658,33.23
11.3621,0.5346,-0.024525,33.24
11.3662,0.2845,-0.025506,33.25
11.3679,0.049,-0.021582,33.26
11.3674,-0.1226,-0.012753,33.27
11.3657,-0.2109,-0.004905,33.28
11.3634,-0.2453,-0.001962,33.29
11.3608,-0.2649,-0.001962,33.3
11.3581,-0.2796,-0.000981,33.31
11.3553,-0.2894,-0.000981,33.32
11.3523,-0.2992,-0.000981,33.33
11.3493,-0.3139,-0.001962,33.34
11.3459,-0.363,-0.007848,33.35
11.3417,-0.4905,-0.017658,33.36
11.3359,-0.6965,-0.023544,33.37
11.3277,-0.9369,-0.024525,33.38
11.317,-1.2115,-0.030411,33.39
11.3032,-1.5549,-0.038259,33.4
11.2857,-1.962,-0.043164,33.41
11.2639,-2.3985,-0.044145,33.42
11.2378,-2.8057,-0.037278,33.43
11.2081,-3.1196,-0.025506,33.44
11.1759,-3.306,-0.011772,33.45
11.1424,-3.355,0.001962,33.46
11.1091,-3.2962,0.00981,33.47
11.0767,-3.1883,0.011772,33.48
11.0455,-3.0509,0.015696,33.49
11.0158,-2.8792,0.018639,33.5
10.9879,-2.6928,0.018639,33.51
10.962,-2.4819,0.023544,33.52
10.9385,-2.2171,0.02943,33.53
10.9178,-1.913,0.031392,33.54
10.9002,-1.6137,0.028449,33.55
10.8854,-1.3538,0.023544,33.56
10.8728,-1.1723,0.012753,33.57
10.8615,-1.1085,0,33.58
10.8503,-1.1429,-0.006867,33.59
10.8386,-1.2164,-0.007848,33.6
10.8261,-1.2655,-0.001962,33.61
10.8134,-1.2557,0.003924,33.62
10.8012,-1.1968,0.007848,33.63
10.7895,-1.1282,0.005886,33.64
10.7785,-1.084,0.002943,33.65
10.7677,-1.0742,-0.000981,33.66
10.757,-1.084,-0.000981,33.67
10.7461,-1.084,0.000981,33.68
10.7354,-1.0546,0.004905,33.69
10.7252,-0.9761,0.010791,33.7
10.7159,-0.878,0.008829,33.71
10.7075,-0.8093,0.004905,33.72
10.6996,-0.7897,-0.000981,33.73
10.6915,-0.8388,-0.008829,33.74
10.6825,-0.9712,-0.017658,33.75
10.6719,-1.1625,-0.020601,33.76
10.6593,-1.3489,-0.016677,33.77
10.6451,-1.4862,-0.010791,33.78
10.6298,-1.5647,-0.004905,33.79
10.6139,-1.5892,0,33.8
10.5982,-1.5549,0.006867,33.81
10.5831,-1.4519,0.013734,33.82
10.5693,-1.29,0.018639,33.83
10.5574,-1.1036,0.018639,33.84
10.5473,-0.9172,0.018639,33.85
10.539,-0.7308,0.018639,33.86
10.5326,-0.5592,0.015696,33.87
10.5277,-0.4267,0.010791,33.88
10.5239,-0.3434,0.005886,33.89
10.5207,-0.3139,0,33.9
10.5175,-0.3286,-0.002943,33.91
10.514,-0.3728,-0.005886,33.92
10.5099,-0.4415,-0.007848,33.93
10.5051,-0.5297,-0.00981,33.94
10.4993,-0.6278,-0.00981,33.95
10.4925,-0.7259,-0.00981,33.96
10.4848,-0.8289,-0.010791,33.97
10.4759,-0.9418,-0.011772,33.98
10.4659,-1.0546,-0.010791,33.99
10.4549,-1.1478,-0.007848,34
10.4431,-1.2017,-0.002943,34.01
10.431,-1.2164,0,34.02
10.4188,-1.2263,-0.001962,34.03
10.4064,-1.2606,-0.004905,34.04
10.3934,-1.3342,-0.00981,34.05
10.3795,-1.4617,-0.015696,34.06
10.3641,-1.6383,-0.01962,34.07
10.3467,-1.8443,-0.021582,34.08
10.3271,-2.0797,-0.025506,34.09
10.305,-2.3446,-0.027468,34.1
10.2802,-2.6144,-0.026487,34.11
10.2528,-2.8547,-0.021582,34.12
10.2233,-3.0264,-0.012753,34.13
10.1925,-3.1098,-0.003924,34.14
10.1614,-3.1098,0.003924,34.15
10.1306,-3.0411,0.00981,34.16
10.1007,-2.9381,0.010791,34.17
10.0718,-2.8351,0.00981,34.18
10.0439,-2.7468,0.007848,34.19
10.0168,-2.6928,0.002943,34.2
9.99,-2.6536,0.004905,34.21
9.9638,-2.5751,0.010791,34.22
9.9386,-2.4623,0.011772,34.23
9.9146,-2.3348,0.013734,34.24
9.892,-2.1925,0.014715,34.25
9.8707,-2.0699,0.00981,34.26
9.8504,-2.0111,0.001962,34.27
9.8302,-2.0307,-0.005886,34.28
9.8095,-2.1337,-0.014715,34.29
9.7873,-2.3201,-0.022563,34.3
9.7629,-2.5506,-0.023544,34.31
9.7363,-2.7566,-0.017658,34.32
9.708,-2.894,-0.00981,34.33
9.6787,-2.9577,-0.002943,34.34
9.6491,-2.9577,0.002943,34.35
9.6197,-2.9234,0.003924,34.36
9.5906,-2.8841,0.003924,34.37
9.562,-2.84,0.004905,34.38
9.5338,-2.7909,0.004905,34.39
9.5062,-2.7321,0.006867,34.4
9.4793,-2.6487,0.00981,34.41
9.4533,-2.5457,0.010791,34.42
9.4284,-2.4427,0.00981,34.43
9.4044,-2.3446,0.00981,34.44
9.3815,-2.2465,0.00981,34.45
9.3595,-2.1631,0.006867,34.46
9.3382,-2.0993,0.005886,34.47
9.3175,-2.0209,0.00981,34.48
9.2978,-1.9277,0.008829,34.49
9.2789,-1.8639,0.003924,34.5
9.2603,-1.8492,-0.000981,34.51
9.2417,-1.8835,-0.005886,34.52
9.2225,-1.9571,-0.008829,34.53
9.2025,-2.0503,-0.00981,34.54
9.1815,-2.1435,-0.008829,34.55
9.1597,-2.2269,-0.007848,34.56
9.1371,-2.2857,-0.003924,34.57
9.1141,-2.2955,0.001962,34.58
9.0913,-2.2563,0.005886,34.59
9.0691,-2.1827,0.008829,34.6
9.0477,-2.0944,0.008829,34.61
9.0272,-2.0111,0.007848,34.62
9.0075,-1.9375,0.006867,34.63
8.9885,-1.8541,0.00981,34.64
8.9705,-1.7266,0.015696,34.65
8.9542,-1.5353,0.022563,34.66
8.94,-1.2851,0.027468,34.67
8.9286,-0.9957,0.030411,34.68
8.9201,-0.6965,0.02943,34.69
8.9146,-0.4316,0.023544,34.7
8.9113,-0.2354,0.015696,34.71
8.9096,-0.1128,0.008829,34.72
8.9088,-0.0589,0.001962,34.73
8.9082,-0.0638,-0.002943,34.74
8.9074,-0.0932,-0.002943,34.75
8.9064,-0.1079,0,34.76
8.9054,-0.103,0.000981,34.77
8.9044,-0.0981,0,34.78
8.9034,-0.103,-0.000981,34.79
8.9022,-0.1226,-0.002943,34.8
8.9009,-0.1521,-0.002943,34.81
8.8992,-0.1717,-0.000981,34.82
8.8976,-0.157,0.003924,34.83
8.8963,-0.0834,0.010791,34.84
8.8961,0.049,0.015696,34.85
8.8974,0.206,0.015696,34.86
8.9002,0.3483,0.012753,34.87
8.9042,0.4562,0.008829,34.88
8.9092,0.5346,0.006867,34.89
8.9148,0.5935,0.004905,34.9
8.921,0.6327,0.002943,34.91
8.9275,0.6622,0.002943,34.92
8.9342,0.6916,0.002943,34.93
8.9413,0.7161,0.001962,34.94
