time;sensor1 tvalx;sensor1 tminx;sensor1 tmaxx;sensor1 tvaly;sensor1 tminy;sensor1 tmaxy;sensor1 avalx1;sensor1 aminx1;sensor1 amaxx1;sensor1 avaly1;sensor1 aminy1;sensor1 amaxy1;sensor1 avalz1;sensor1 aminz1;sensor1 amaxz1;sensor1 avalx2;sensor1 aminx2;sensor1 amaxx2;sensor1 avaly2;sensor1 aminy2;sensor1 amaxy2;sensor1 avalz2;sensor1 aminz2;sensor1 amaxz2
04-01-2021_13:17:05;152,0;149,0;158,0;1194,0;1184,0;1211,0;213,0;-116,0;578,0;346,0;107,0;583,0;16624,0;16140,0;17144,0;-12,0;-328,0;231,0;432,0;272,0;562,0;16588,0;16339,0;16922,0
04-01-2021_13:17:10;153,0;148,0;157,0;1192,0;1180,0;1205,0;206,0;-179,0;555,0;342,0;100,0;528,0;16621,0;16172,0;17138,0;-15,0;-300,0;239,0;430,0;290,0;562,0;16588,0;16306,0;16963,0
04-01-2021_13:17:15;152,0;146,0;157,0;1190,0;1177,0;1203,0;209,0;-222,0;550,0;346,0;107,0;548,0;16619,0;16185,0;17043,0;-15,0;-344,0;251,0;431,0;293,0;580,0;16585,0;16265,0;16860,0
04-01-2021_13:17:20;152,0;148,0;157,0;1189,0;1177,0;1205,0;204,0;-208,0;565,0;346,0;93,0;621,0;16623,0;16176,0;17088,0;-12,0;-270,0;252,0;432,0;256,0;583,0;16582,0;16314,0;16871,0
04-01-2021_13:17:25;152,0;148,0;157,0;1188,0;1175,0;1202,0;208,0;-189,0;579,0;345,0;129,0;554,0;16621,0;16215,0;17088,0;-12,0;-281,0;255,0;431,0;299,0;563,0;16583,0;16306,0;16879,0
04-01-2021_13:17:30;152,0;147,0;158,0;1186,0;1173,0;1203,0;210,0;-149,0;586,0;342,0;107,0;537,0;16616,0;16165,0;17094,0;-11,0;-323,0;244,0;429,0;295,0;595,0;16587,0;16300,0;16901,0
04-01-2021_13:17:35;152,0;147,0;159,0;1184,0;1171,0;1198,0;205,0;-162,0;576,0;345,0;82,0;560,0;16621,0;16170,0;17134,0;-7,0;-312,0;264,0;430,0;281,0;563,0;16583,0;16331,0;16856,0
04-01-2021_13:17:40;152,0;148,0;159,0;1183,0;1171,0;1194,0;214,0;-143,0;544,0;348,0;91,0;569,0;16621,0;16240,0;17197,0;-7,0;-307,0;227,0;432,0;248,0;599,0;16590,0;16314,0;16886,0
04-01-2021_13:17:45;152,0;146,0;158,0;1182,0;1166,0;1196,0;207,0;-170,0;524,0;343,0;76,0;558,0;16619,0;16156,0;17101,0;-10,0;-289,0;241,0;433,0;276,0;584,0;16585,0;16308,0;16880,0
04-01-2021_13:17:50;152,0;147,0;160,0;1180,0;1163,0;1197,0;204,0;-165,0;559,0;341,0;87,0;554,0;16622,0;16183,0;17080,0;-13,0;-286,0;228,0;432,0;289,0;577,0;16586,0;16328,0;16934,0
04-01-2021_13:17:55;152,0;148,0;159,0;1179,0;1168,0;1191,0;212,0;-139,0;553,0;346,0;88,0;574,0;16617,0;16145,0;17112,0;-15,0;-299,0;289,0;430,0;283,0;577,0;16587,0;16323,0;16923,0
04-01-2021_13:18:00;152,0;148,0;157,0;1178,0;1165,0;1192,0;209,0;-193,0;566,0;345,0;75,0;572,0;16616,0;16208,0;17069,0;-12,0;-299,0;226,0;427,0;248,0;570,0;16582,0;16330,0;16884,0
04-01-2021_13:18:05;152,0;145,0;161,0;1176,0;1156,0;1191,0;209,0;-201,0;561,0;342,0;63,0;583,0;16621,0;16192,0;17170,0;-12,0;-269,0;245,0;431,0;273,0;598,0;16588,0;16299,0;16881,0
04-01-2021_13:18:10;152,0;147,0;160,0;1175,0;1163,0;1186,0;209,0;-143,0;548,0;344,0;90,0;578,0;16617,0;16207,0;17140,0;-14,0;-255,0;269,0;430,0;278,0;578,0;16590,0;16347,0;16866,0
04-01-2021_13:18:15;152,0;147,0;158,0;1173,0;1159,0;1188,0;212,0;-122,0;606,0;342,0;108,0;562,0;16621,0;16208,0;17131,0;-15,0;-258,0;227,0;431,0;285,0;588,0;16587,0;16333,0;16871,0
04-01-2021_13:18:20;154,0;135,0;171,0;1172,0;1153,0;1192,0;205,0;-421,0;802,0;347,0;78,0;573,0;16626,0;16221,0;17182,0;-15,0;-481,0;425,0;429,0;245,0;590,0;16585,0;16306,0;16928,0
04-01-2021_13:18:25;154,0;145,0;163,0;1171,0;1157,0;1188,0;212,0;-128,0;544,0;343,0;90,0;555,0;16619,0;16169,0;17091,0;-11,0;-287,0;245,0;431,0;303,0;586,0;16588,0;16314,0;16855,0
04-01-2021_13:18:30;153,0;147,0;161,0;1169,0;1155,0;1183,0;210,0;-184,0;554,0;345,0;95,0;564,0;16623,0;16225,0;17102,0;-12,0;-267,0;242,0;429,0;289,0;560,0;16587,0;16287,0;16888,0
04-01-2021_13:18:35;153,0;147,0;162,0;1167,0;1154,0;1184,0;208,0;-130,0;557,0;348,0;110,0;612,0;16618,0;16196,0;17086,0;-11,0;-369,0;254,0;430,0;283,0;566,0;16586,0;16317,0;16898,0
04-01-2021_13:18:40;153,0;149,0;159,0;1166,0;1149,0;1180,0;207,0;-127,0;556,0;347,0;113,0;607,0;16623,0;16209,0;17147,0;-8,0;-369,0;247,0;430,0;283,0;574,0;16586,0;16308,0;16876,0
04-01-2021_13:18:45;155,0;131,0;173,0;1167,0;1144,0;1194,0;209,0;-175,0;554,0;345,0;53,0;573,0;16621,0;16097,0;17117,0;-12,0;-302,0;259,0;430,0;281,0;583,0;16588,0;16323,0;16899,0
04-01-2021_13:18:50;153,0;136,0;173,0;1165,0;1143,0;1185,0;203,0;-260,0;584,0;346,0;114,0;564,0;16619,0;16230,0;17110,0;-11,0;-253,0;230,0;429,0;301,0;611,0;16582,0;16240,0;16895,0
04-01-2021_13:18:55;153,0;144,0;163,0;1164,0;1146,0;1179,0;207,0;-247,0;541,0;342,0;92,0;557,0;16621,0;16203,0;17135,0;-8,0;-265,0;219,0;431,0;292,0;570,0;16585,0;16289,0;16891,0
04-01-2021_13:19:00;152,0;147,0;158,0;1160,0;1105,0;1195,0;210,0;-183,0;561,0;340,0;20,0;609,0;16619,0;16122,0;17101,0;-11,0;-250,0;233,0;431,0;259,0;650,0;16585,0;16275,0;16890,0
04-01-2021_13:19:05;152,0;140,0;161,0;1160,0;1147,0;1178,0;211,0;-124,0;543,0;343,0;90,0;564,0;16616,0;16126,0;17094,0;-13,0;-306,0;266,0;430,0;272,0;602,0;16585,0;16342,0;16883,0
04-01-2021_13:19:10;152,0;145,0;161,0;1160,0;1144,0;1176,0;208,0;-185,0;572,0;341,0;105,0;553,0;16620,0;16175,0;17059,0;-13,0;-308,0;273,0;429,0;250,0;568,0;16590,0;16316,0;16908,0
04-01-2021_13:19:15;152,0;141,0;162,0;1152,0;1068,0;1226,0;204,0;-188,0;553,0;341,0;92,0;602,0;16620,0;16198,0;17138,0;-11,0;-296,0;253,0;432,0;214,0;649,0;16588,0;16293,0;16917,0
04-01-2021_13:19:20;153,0;147,0;162,0;1154,0;1139,0;1173,0;207,0;-154,0;563,0;344,0;107,0;574,0;16619,0;16214,0;17127,0;-8,0;-267,0;251,0;429,0;297,0;579,0;16586,0;16355,0;16885,0
04-01-2021_13:19:25;152,0;147,0;160,0;1152,0;1136,0;1168,0;209,0;-176,0;556,0;344,0;104,0;585,0;16623,0;16044,0;17182,0;-13,0;-264,0;250,0;430,0;242,0;569,0;16586,0;16286,0;16865,0
04-01-2021_13:19:30;152,0;145,0;160,0;1146,0;1120,0;1175,0;211,0;-237,0;558,0;342,0;108,0;601,0;16621,0;16181,0;17141,0;-12,0;-326,0;257,0;429,0;292,0;572,0;16583,0;16294,0;16875,0
04-01-2021_13:19:35;153,0;146,0;158,0;1144,0;1116,0;1166,0;210,0;-130,0;563,0;347,0;78,0;609,0;16620,0;16082,0;17069,0;-11,0;-281,0;240,0;429,0;285,0;586,0;16586,0;16311,0;16861,0
04-01-2021_13:19:40;153,0;148,0;158,0;1144,0;1133,0;1158,0;210,0;-139,0;592,0;346,0;94,0;571,0;16623,0;16189,0;17096,0;-12,0;-283,0;243,0;430,0;274,0;573,0;16589,0;16318,0;16879,0
04-01-2021_13:19:45;152,0;147,0;159,0;1143,0;1131,0;1157,0;206,0;-199,0;560,0;345,0;84,0;588,0;16619,0;16208,0;17087,0;-11,0;-262,0;228,0;432,0;254,0;602,0;16588,0;16337,0;16894,0
04-01-2021_13:19:50;153,0;146,0;163,0;1142,0;1127,0;1158,0;205,0;-166,0;566,0;344,0;98,0;587,0;16624,0;16218,0;17126,0;-11,0;-289,0;250,0;432,0;282,0;569,0;16587,0;16273,0;16915,0
04-01-2021_13:19:55;152,0;146,0;159,0;1141,0;1128,0;1154,0;207,0;-151,0;559,0;342,0;104,0;545,0;16624,0;16194,0;17169,0;-10,0;-307,0;252,0;431,0;278,0;583,0;16590,0;16292,0;16921,0
04-01-2021_13:20:00;151,0;148,0;157,0;1141,0;1128,0;1156,0;205,0;-143,0;562,0;345,0;83,0;546,0;16624,0;16078,0;17115,0;-14,0;-312,0;262,0;428,0;276,0;578,0;16587,0;16320,0;16884,0
04-01-2021_13:20:05;151,0;147,0;157,0;1139,0;1127,0;1154,0;212,0;-136,0;574,0;346,0;101,0;562,0;16617,0;16084,0;17058,0;-11,0;-312,0;278,0;429,0;287,0;570,0;16585,0;16309,0;16927,0
04-01-2021_13:20:10;151,0;145,0;157,0;1137,0;1127,0;1152,0;208,0;-151,0;553,0;346,0;96,0;550,0;16622,0;16154,0;17096,0;-14,0;-303,0;275,0;430,0;240,0;578,0;16589,0;16245,0;16888,0
04-01-2021_13:20:15;151,0;148,0;157,0;1137,0;1125,0;1153,0;204,0;-183,0;603,0;346,0;110,0;577,0;16619,0;16173,0;17112,0;-15,0;-328,0;234,0;431,0;299,0;570,0;16588,0;16329,0;16904,0
04-01-2021_13:20:20;152,0;146,0;157,0;1136,0;1121,0;1149,0;211,0;-120,0;585,0;345,0;106,0;590,0;16621,0;16146,0;17086,0;-10,0;-330,0;233,0;433,0;253,0;558,0;16588,0;16281,0;16888,0
04-01-2021_13:20:25;151,0;147,0;158,0;1135,0;1121,0;1148,0;206,0;-154,0;560,0;343,0;122,0;558,0;16623,0;16230,0;17144,0;-13,0;-274,0;252,0;431,0;257,0;581,0;16590,0;16325,0;16919,0
04-01-2021_13:20:30;152,0;142,0;162,0;1134,0;1114,0;1152,0;208,0;-156,0;567,0;345,0;84,0;592,0;16616,0;16126,0;17124,0;-18,0;-319,0;286,0;429,0;295,0;584,0;16589,0;16313,0;16894,0
04-01-2021_13:20:35;151,0;144,0;159,0;1133,0;1116,0;1157,0;216,0;-186,0;562,0;345,0;113,0;546,0;16622,0;16247,0;17199,0;-12,0;-292,0;238,0;428,0;271,0;581,0;16588,0;16318,0;16874,0
04-01-2021_13:20:40;152,0;140,0;169,0;1132,0;1084,0;1168,0;209,0;-131,0;616,0;346,0;92,0;561,0;16620,0;16163,0;17166,0;-15,0;-272,0;243,0;429,0;265,0;644,0;16588,0;16263,0;16879,0
04-01-2021_13:20:45;151,0;141,0;159,0;1131,0;1110,0;1157,0;210,0;-172,0;549,0;344,0;115,0;590,0;16625,0;16146,0;17058,0;-11,0;-272,0;261,0;430,0;290,0;563,0;16588,0;16343,0;16892,0
04-01-2021_13:20:50;152,0;147,0;155,0;1129,0;1119,0;1144,0;204,0;-150,0;554,0;344,0;100,0;568,0;16624,0;16236,0;17165,0;-8,0;-296,0;252,0;429,0;265,0;580,0;16587,0;16329,0;16888,0
04-01-2021_13:20:55;152,0;135,0;166,0;1128,0;1112,0;1141,0;209,0;-189,0;573,0;346,0;118,0;556,0;16620,0;16147,0;17088,0;-12,0;-305,0;267,0;430,0;283,0;587,0;16585,0;16338,0;16884,0
04-01-2021_13:21:00;152,0;138,0;164,0;1127,0;1114,0;1144,0;214,0;-170,0;572,0;344,0;74,0;565,0;16620,0;16163,0;17118,0;-12,0;-295,0;245,0;429,0;279,0;574,0;16587,0;16320,0;16886,0
04-01-2021_13:21:05;152,0;137,0;167,0;1126,0;1106,0;1146,0;209,0;-168,0;565,0;342,0;64,0;563,0;16619,0;16192,0;17110,0;-12,0;-307,0;226,0;430,0;275,0;610,0;16587,0;16349,0;16913,0
04-01-2021_13:21:10;152,0;129,0;178,0;1126,0;1108,0;1145,0;209,0;-209,0;543,0;343,0;89,0;609,0;16623,0;16204,0;17079,0;-11,0;-295,0;243,0;430,0;280,0;586,0;16586,0;16288,0;16884,0
04-01-2021_13:21:15;152,0;126,0;180,0;1125,0;1104,0;1149,0;210,0;-185,0;555,0;344,0;101,0;596,0;16623,0;16212,0;17090,0;-13,0;-264,0;239,0;429,0;264,0;570,0;16589,0;16311,0;16881,0
04-01-2021_13:21:20;152,0;134,0;174,0;1124,0;1100,0;1146,0;204,0;-200,0;550,0;347,0;114,0;594,0;16622,0;16151,0;17067,0;-11,0;-258,0;233,0;431,0;286,0;589,0;16588,0;16323,0;16860,0
04-01-2021_13:21:25;152,0;141,0;167,0;1123,0;1108,0;1139,0;209,0;-200,0;546,0;344,0;110,0;588,0;16623,0;16176,0;17172,0;-12,0;-291,0;255,0;430,0;262,0;585,0;16587,0;16267,0;16906,0
04-01-2021_13:21:30;152,0;146,0;158,0;1121,0;1106,0;1134,0;203,0;-157,0;557,0;344,0;113,0;600,0;16621,0;16222,0;17029,0;-11,0;-294,0;257,0;429,0;273,0;579,0;16585,0;16321,0;16911,0
04-01-2021_13:21:35;152,0;147,0;158,0;1121,0;1106,0;1138,0;215,0;-141,0;551,0;339,0;69,0;578,0;16624,0;16191,0;17147,0;-13,0;-292,0;272,0;431,0;290,0;565,0;16587,0;16347,0;16890,0
04-01-2021_13:21:40;152,0;147,0;157,0;1119,0;1105,0;1137,0;213,0;-258,0;568,0;343,0;132,0;566,0;16623,0;16175,0;17142,0;-9,0;-334,0;254,0;429,0;278,0;577,0;16589,0;16332,0;16877,0
04-01-2021_13:21:45;152,0;146,0;160,0;1119,0;1105,0;1136,0;209,0;-187,0;537,0;347,0;86,0;589,0;16624,0;16193,0;17152,0;-12,0;-280,0;224,0;432,0;286,0;579,0;16588,0;16317,0;16901,0
04-01-2021_13:21:50;147,0;63,0;200,0;1133,0;-2192,0;4854,0;207,0;-208,0;682,0;344,0;-1267,0;2175,0;16625,0;15592,0;17509,0;-10,0;-498,0;280,0;433,0;-1047,0;2160,0;16592,0;15868,0;17355,0
04-01-2021_13:21:55;142,0;136,0;152,0;1084,0;826,0;1161,0;207,0;-106,0;550,0;345,0;63,0;603,0;16620,0;16208,0;17148,0;-9,0;-309,0;253,0;433,0;269,0;621,0;16587,0;16326,0;16884,0
04-01-2021_13:22:00;142,0;138,0;147,0;1102,0;1086,0;1115,0;210,0;-133,0;582,0;341,0;95,0;557,0;16623,0;16229,0;17105,0;-10,0;-278,0;254,0;430,0;299,0;621,0;16587,0;16287,0;16875,0
04-01-2021_13:22:05;142,0;136,0;148,0;1102,0;1088,0;1115,0;209,0;-148,0;538,0;348,0;90,0;610,0;16620,0;16193,0;17117,0;-12,0;-266,0;220,0;431,0;255,0;568,0;16589,0;16327,0;16878,0
04-01-2021_13:22:10;142,0;137,0;147,0;1101,0;1090,0;1118,0;208,0;-148,0;566,0;345,0;112,0;557,0;16619,0;16157,0;17108,0;-9,0;-295,0;253,0;429,0;264,0;575,0;16591,0;16328,0;16871,0
04-01-2021_13:22:15;142,0;138,0;148,0;1102,0;1090,0;1116,0;207,0;-149,0;557,0;343,0;124,0;577,0;16619,0;16231,0;17010,0;-11,0;-301,0;246,0;427,0;261,0;595,0;16589,0;16274,0;16860,0
04-01-2021_13:22:20;142,0;137,0;147,0;1100,0;1084,0;1114,0;211,0;-134,0;520,0;345,0;90,0;557,0;16625,0;16279,0;17125,0;-15,0;-284,0;243,0;431,0;267,0;583,0;16587,0;16341,0;16878,0
04-01-2021_13:22:25;142,0;137,0;148,0;1101,0;1084,0;1115,0;207,0;-160,0;550,0;347,0;117,0;575,0;16625,0;16259,0;17072,0;-8,0;-293,0;242,0;431,0;258,0;594,0;16590,0;16330,0;16924,0
04-01-2021_13:22:30;142,0;135,0;150,0;1100,0;1084,0;1118,0;212,0;-232,0;547,0;345,0;136,0;556,0;16624,0;16120,0;17089,0;-12,0;-274,0;248,0;433,0;266,0;579,0;16587,0;16241,0;16884,0
04-01-2021_13:22:35;142,0;138,0;150,0;1099,0;1085,0;1114,0;206,0;-126,0;545,0;341,0;86,0;570,0;16618,0;16199,0;17044,0;-13,0;-285,0;232,0;433,0;288,0;558,0;16589,0;16240,0;16918,0
04-01-2021_13:22:40;142,0;138,0;148,0;1099,0;1084,0;1116,0;204,0;-155,0;564,0;345,0;107,0;562,0;16623,0;16211,0;17068,0;-7,0;-325,0;262,0;431,0;278,0;564,0;16585,0;16320,0;16852,0
04-01-2021_13:22:45;142,0;79,0;150,0;1150,0;1085,0;4242,0;210,0;-130,0;552,0;347,0;-521,0;1181,0;16627,0;16096,0;17254,0;-11,0;-267,0;230,0;433,0;-304,0;1170,0;16589,0;16245,0;17024,0
04-01-2021_13:22:50;205,0;-244,0;1648,0;1231,0;-25656,0;25657,0;205,0;-1557,0;2261,0;332,0;-3996,0;8061,0;16625,0;11487,0;21349,0;-11,0;-1476,0;1505,0;423,0;-3669,0;7961,0;16592,0;11848,0;21298,0
04-01-2021_13:22:55;61,0;-2475,0;1928,0;772,0;-25655,0;25658,0;199,0;-3237,0;2298,0;352,0;-6816,0;10958,0;16621,0;12186,0;20193,0;-16,0;-2913,0;2236,0;443,0;-6419,0;10556,0;16600,0;12269,0;19610,0
04-01-2021_13:23:00;144,0;-290,0;467,0;164,0;-25568,0;25659,0;201,0;-436,0;851,0;356,0;-1674,0;3623,0;16624,0;15691,0;17488,0;-17,0;-548,0;650,0;441,0;-1514,0;3641,0;16591,0;15654,0;17615,0
04-01-2021_13:23:05;134,0;-1,0;297,0;809,0;-21009,0;12542,0;197,0;-235,0;584,0;336,0;-1373,0;1685,0;16626,0;15763,0;17328,0;-14,0;-378,0;399,0;425,0;-1252,0;1768,0;16588,0;15839,0;17246,0
04-01-2021_13:23:10;135,0;-2,0;326,0;1415,0;-19537,0;21480,0;200,0;-175,0;607,0;342,0;-1212,0;1728,0;16623,0;15558,0;17526,0;-17,0;-482,0;347,0;432,0;-1023,0;1763,0;16591,0;15887,0;17285,0
04-01-2021_13:23:15;130,0;16,0;253,0;1303,0;-9628,0;13148,0;203,0;-200,0;556,0;341,0;-711,0;1383,0;16625,0;15952,0;17396,0;-17,0;-311,0;262,0;427,0;-451,0;1356,0;16591,0;16021,0;17092,0
04-01-2021_13:23:20;137,0;51,0;196,0;495,0;-3591,0;4950,0;204,0;-205,0;564,0;341,0;-481,0;1106,0;16621,0;15935,0;17272,0;-13,0;-335,0;306,0;428,0;-288,0;1137,0;16587,0;16216,0;16997,0
04-01-2021_13:23:25;132,0;79,0;172,0;1141,0;-3434,0;5419,0;208,0;-138,0;596,0;345,0;-139,0;846,0;16621,0;16073,0;17223,0;-14,0;-276,0;289,0;431,0;62,0;746,0;16587,0;16304,0;16898,0
04-01-2021_13:23:30;135,0;95,0;205,0;893,0;-2926,0;3208,0;210,0;-270,0;560,0;343,0;69,0;602,0;16623,0;16161,0;17148,0;-5,0;-275,0;270,0;433,0;251,0;584,0;16587,0;16315,0;16927,0
04-01-2021_13:23:35;132,0;119,0;139,0;1015,0;714,0;1978,0;209,0;-114,0;562,0;342,0;119,0;561,0;16628,0;16199,0;17077,0;-10,0;-296,0;256,0;431,0;285,0;577,0;16590,0;16246,0;16876,0
04-01-2021_13:23:40;133,0;127,0;138,0;968,0;956,0;984,0;212,0;-115,0;577,0;343,0;120,0;573,0;16623,0;16230,0;17031,0;-13,0;-286,0;246,0;431,0;285,0;580,0;16590,0;16285,0;16876,0
04-01-2021_13:23:45;133,0;129,0;140,0;965,0;949,0;982,0;205,0;-150,0;574,0;343,0;86,0;608,0;16624,0;16235,0;17184,0;-11,0;-290,0;251,0;430,0;278,0;575,0;16587,0;16321,0;16899,0
04-01-2021_13:23:50;133,0;126,0;140,0;964,0;949,0;978,0;206,0;-140,0;540,0;344,0;106,0;562,0;16622,0;16185,0;17139,0;-8,0;-277,0;258,0;428,0;271,0;562,0;16589,0;16291,0;16914,0
04-01-2021_13:23:55;133,0;128,0;139,0;962,0;947,0;973,0;212,0;-154,0;553,0;341,0;101,0;579,0;16623,0;16127,0;17099,0;-12,0;-345,0;245,0;430,0;292,0;578,0;16587,0;16323,0;16884,0
04-01-2021_13:24:00;133,0;129,0;138,0;960,0;948,0;973,0;204,0;-132,0;558,0;344,0;72,0;576,0;16622,0;16197,0;17097,0;-9,0;-320,0;235,0;430,0;288,0;569,0;16587,0;16325,0;16886,0
04-01-2021_13:24:05;133,0;129,0;138,0;958,0;945,0;973,0;209,0;-190,0;559,0;342,0;112,0;589,0;16618,0;16211,0;17132,0;-8,0;-295,0;258,0;429,0;271,0;572,0;16591,0;16330,0;16901,0
04-01-2021_13:24:10;133,0;129,0;138,0;957,0;944,0;969,0;208,0;-114,0;548,0;344,0;123,0;578,0;16627,0;16232,0;17156,0;-11,0;-289,0;232,0;431,0;294,0;579,0;16591,0;16326,0;16901,0
04-01-2021_13:24:15;133,0;66,0;217,0;959,0;-3580,0;4489,0;206,0;-210,0;582,0;344,0;-980,0;1612,0;16623,0;15838,0;17457,0;-12,0;-430,0;264,0;429,0;-768,0;1636,0;16587,0;15877,0;17218,0
04-01-2021_13:24:20;134,0;130,0;140,0;963,0;948,0;976,0;208,0;-185,0;556,0;342,0;98,0;557,0;16620,0;16183,0;17110,0;-11,0;-283,0;244,0;429,0;271,0;567,0;16590,0;16285,0;16868,0
04-01-2021_13:24:25;134,0;131,0;138,0;963,0;948,0;976,0;205,0;-155,0;542,0;343,0;74,0;582,0;16621,0;16161,0;17120,0;-11,0;-328,0;241,0;427,0;267,0;554,0;16588,0;16299,0;16871,0
04-01-2021_13:24:30;134,0;131,0;138,0;961,0;948,0;972,0;208,0;-165,0;547,0;345,0;89,0;539,0;16625,0;16217,0;17109,0;-14,0;-310,0;275,0;431,0;263,0;580,0;16590,0;16340,0;16890,0
04-01-2021_13:24:35;134,0;131,0;138,0;961,0;950,0;973,0;208,0;-186,0;542,0;342,0;124,0;598,0;16622,0;16205,0;17160,0;-11,0;-309,0;251,0;429,0;271,0;574,0;16591,0;16331,0;16889,0
04-01-2021_13:24:40;134,0;130,0;139,0;960,0;948,0;973,0;209,0;-200,0;564,0;343,0;96,0;546,0;16620,0;16226,0;17081,0;-9,0;-287,0;237,0;429,0;271,0;584,0;16586,0;16301,0;16818,0
04-01-2021_13:24:45;134,0;131,0;139,0;959,0;943,0;974,0;211,0;-178,0;565,0;345,0;99,0;590,0;16620,0;16153,0;17034,0;-12,0;-291,0;251,0;428,0;271,0;561,0;16587,0;16312,0;16931,0
04-01-2021_13:24:50;134,0;130,0;139,0;957,0;948,0;967,0;207,0;-151,0;571,0;347,0;104,0;558,0;16628,0;16171,0;17098,0;-11,0;-295,0;251,0;428,0;279,0;563,0;16587,0;16331,0;16867,0
04-01-2021_13:24:55;134,0;129,0;139,0;956,0;942,0;972,0;207,0;-145,0;564,0;344,0;66,0;558,0;16627,0;16196,0;17103,0;-13,0;-286,0;227,0;426,0;276,0;579,0;16587,0;16302,0;16896,0
04-01-2021_13:25:00;134,0;130,0;140,0;954,0;941,0;968,0;203,0;-209,0;544,0;344,0;93,0;568,0;16624,0;16231,0;17159,0;-13,0;-286,0;233,0;426,0;277,0;563,0;16585,0;16268,0;16887,0
04-01-2021_13:25:05;134,0;127,0;138,0;953,0;940,0;966,0;208,0;-123,0;570,0;345,0;91,0;568,0;16628,0;16246,0;17110,0;-12,0;-299,0;230,0;427,0;268,0;588,0;16588,0;16325,0;16857,0
04-01-2021_13:25:10;133,0;129,0;139,0;952,0;940,0;965,0;207,0;-143,0;560,0;345,0;112,0;534,0;16622,0;16125,0;17163,0;-13,0;-323,0;229,0;428,0;289,0;570,0;16587,0;16331,0;16884,0
04-01-2021_13:25:15;134,0;130,0;139,0;951,0;938,0;966,0;204,0;-218,0;551,0;342,0;105,0;558,0;16624,0;16185,0;17133,0;-15,0;-260,0;252,0;427,0;261,0;578,0;16589,0;16334,0;16850,0
04-01-2021_13:25:20;134,0;129,0;140,0;950,0;938,0;963,0;208,0;-165,0;561,0;344,0;97,0;572,0;16622,0;16213,0;17135,0;-11,0;-274,0;242,0;427,0;270,0;572,0;16587,0;16345,0;16910,0
04-01-2021_13:25:25;134,0;128,0;139,0;950,0;938,0;964,0;208,0;-210,0;542,0;343,0;59,0;570,0;16621,0;16018,0;17175,0;-10,0;-306,0;256,0;427,0;283,0;592,0;16586,0;16339,0;16908,0
04-01-2021_13:25:30;134,0;130,0;138,0;949,0;938,0;960,0;203,0;-118,0;534,0;341,0;60,0;546,0;16620,0;16177,0;17104,0;-13,0;-289,0;234,0;430,0;273,0;569,0;16588,0;16316,0;16877,0
04-01-2021_13:25:35;133,0;129,0;141,0;949,0;939,0;963,0;208,0;-186,0;557,0;343,0;106,0;560,0;16625,0;16137,0;17162,0;-14,0;-313,0;241,0;427,0;287,0;572,0;16585,0;16349,0;16906,0
04-01-2021_13:25:40;136,0;31,0;224,0;871,0;-4229,0;6146,0;208,0;-125,0;550,0;354,0;-1175,0;2319,0;16626,0;15953,0;17376,0;-12,0;-380,0;309,0;437,0;-1011,0;2364,0;16582,0;15987,0;17145,0
04-01-2021_13:25:45;114,0;-3362,0;2191,0;1205,0;-25653,0;25656,0;202,0;-4943,0;5301,0;389,0;-13551,0;17422,0;16616,0;8369,0;25896,0;-18,0;-4683,0;4454,0;478,0;-12759,0;16704,0;16595,0;8752,0;26326,0
04-01-2021_13:25:50;134,0;-698,0;1194,0;632,0;-25653,0;25659,0;199,0;-2197,0;2245,0;275,0;-10262,0;11805,0;16622,0;11999,0;21993,0;-24,0;-2226,0;1957,0;364,0;-9682,0;11685,0;16595,0;12534,0;20444,0
04-01-2021_13:25:55;125,0;-145,0;361,0;1487,0;-23596,0;23351,0;204,0;-489,0;760,0;342,0;-2286,0;2453,0;16622,0;15536,0;17606,0;-18,0;-784,0;493,0;429,0;-1986,0;2480,0;16590,0;15688,0;17382,0
04-01-2021_13:26:00;131,0;-93,0;384,0;-506,0;-24870,0;24337,0;201,0;-220,0;656,0;343,0;-1264,0;1953,0;16628,0;15827,0;17567,0;-17,0;-482,0;471,0;431,0;-1087,0;1867,0;16592,0;15858,0;17298,0
04-01-2021_13:26:05;119,0;-22,0;354,0;1063,0;-24862,0;20972,0;206,0;-180,0;584,0;329,0;-1088,0;1654,0;16627,0;15820,0;17346,0;-19,0;-506,0;384,0;416,0;-887,0;1625,0;16586,0;15965,0;17157,0
04-01-2021_13:26:10;121,0;-3,0;282,0;10,0;-18115,0;17726,0;204,0;-279,0;592,0;340,0;-1310,0;1604,0;16628,0;15923,0;17319,0;-21,0;-326,0;320,0;424,0;-1060,0;1597,0;16588,0;15982,0;17183,0
04-01-2021_13:26:15;118,0;29,0;224,0;37,0;-6658,0;10277,0;202,0;-170,0;603,0;340,0;-689,0;1292,0;16623,0;15938,0;17258,0;-17,0;-293,0;273,0;422,0;-513,0;1285,0;16585,0;16086,0;16988,0
04-01-2021_13:26:20;114,0;53,0;189,0;386,0;-5371,0;6825,0;209,0;-158,0;578,0;338,0;37,0;585,0;16624,0;16176,0;17080,0;-12,0;-293,0;243,0;420,0;223,0;648,0;16587,0;16303,0;16888,0
04-01-2021_13:26:25;119,0;62,0;153,0;330,0;-1852,0;3874,0;207,0;-154,0;569,0;337,0;93,0;617,0;16624,0;16210,0;17083,0;-19,0;-272,0;259,0;424,0;171,0;658,0;16585,0;16325,0;16859,0
